shipment_id,order_date,ship_date,ship_dow,ship_month,shipment_mode,carrier,service_level,origin_metro,dest_metro,origin_zip,dest_zip,origin_lat,origin_lon,dest_lat,dest_lon,distance_miles,zone,weight_lbs,length_in,width_in,height_in,pallet_count,residential_flag,signature_required,declared_value_usd,fuel_surcharge_pct,weather_severity,carrier_congestion_index,promised_days,carrier_cost_usd,transit_days,delivered_on_time
SHP-42-0034653,2024-09-23,2024-09-24,1,9,parcel,Northstar Parcel,Ground,Chicago IL,Phoenix AZ,60685,85015,41.88,-87.63,33.45,-112.07,1451.5,7,3.05,8.2,8.2,5.7,0,0,0,63.74,0.0909,0.157,0.227,7,10.65,6,1
SHP-42-0037210,2024-07-02,2024-07-03,2,7,parcel,Summit Express,Expedited,Salt Lake City UT,Chicago IL,84115,60652,40.76,-111.89,41.88,-87.63,1257.1,6,7.17,9.9,8.9,8.3,0,1,0,24.15,0.1134,0.606,0.168,4,28.56,3,1
SHP-42-0012908,2024-02-21,2024-02-24,5,2,parcel,Falcon Post,Ground,New York NY,Seattle WA,10081,98116,40.71,-74.01,47.61,-122.33,2401.7,8,15.2,12.5,8.6,9.9,0,1,0,258.8,0.1654,0.357,0.081,7,24.23,7,1
SHP-42-0015435,2025-07-10,2025-07-11,4,7,parcel,Northstar Parcel,TwoDay,Atlanta GA,Salt Lake City UT,30323,84175,33.75,-84.39,40.76,-111.89,1580.4,7,2463.0,10.4,9.4,6.9,0,1,0,23.22,0.1154,0.028,0.191,3,25.31,3,1
SHP-42-0002834,2025-12-17,2025-12-17,2,12,parcel,Northstar Parcel,Ground,Minneapolis MN,Miami FL,55435,33115,44.98,-93.27,25.76,-80.19,1514.3,7,3.91,6.5,8.9,4.7,0,1,0,0.0,0.1392,0.394,0.737,7,15.89,6,1
SHP-42-0005238,2024-10-07,2024-10-08,1,10,parcel,Northstar Parcel,Ground,Seattle WA,Dallas TX,98100,75244,47.61,-122.33,32.78,-96.8,1679.5,7,6.9,9.0,7.6,5.0,0,1,0,0.0,0.1035,0.332,0.225,7,18.1,5,1
SHP-42-0046870,2024-05-22,2024-05-22,2,5,parcel,Falcon Post,Ground,Minneapolis MN,Dallas TX,55498,75280,44.98,-93.27,32.78,-96.8,863.8,5,1.87,4.5,6.1,5.0,0,0,0,74.1,0.1257,0.278,0.143,6,7.48,8,0
SHP-42-0013801,2024-01-30,2024-01-31,2,1,parcel,Summit Express,Expedited,Kansas City MO,Miami FL,64108,33170,39.1,-94.58,25.76,-80.19,1243.3,6,7.88,13.0,11.0,6.2,0,1,0,13.25,0.1522,0.485,0.318,4,31.53,4,1
SHP-42-0003294,2024-08-08,2024-08-08,3,8,ltl_freight,Vela Freight,LTL Standard,Denver CO,Chicago IL,80240,60676,39.74,-104.99,41.88,-87.63,918.2,5,594.47,40.0,47.6,37.7,1,0,0,135.01,0.1494,0.034,0.138,9,291.95,8,1
SHP-42-0023875,2025-08-20,2025-08-20,2,8,ltl_freight,Ironclad Freight,LTL Guaranteed,Portland OR,Chicago IL,97289,60670,45.51,-122.68,41.88,-87.63,1754.6,7,665.7,60.8,32.4,20.8,1,0,0,76.95,0.1046,0.275,0.244,7,355.51,7,1
SHP-42-0022227,2025-12-11,2025-12-14,6,12,parcel,Falcon Post,Overnight,Minneapolis MN,Seattle WA,55478,98112,44.98,-93.27,47.61,-122.33,1390.9,6,2.96,7.2,7.6,4.8,0,1,1,227.31,0.1805,0.3,0.734,2,34.15,5,0
SHP-42-0023945,2025-12-21,2025-12-23,1,12,ltl_freight,  Vela Freight ,LTL Standard,Dallas TX,Seattle WA,75284,98147,32.78,-96.8,47.61,-122.33,1679.5,7,333.31,46.7,37.7,23.4,1,0,0,0.0,0.196,0.273,0.865,10,399.33,11,0
SHP-42-0014989,2024-05-26,2024-05-26,6,5,parcel,Northstar Parcel,Ground,Portland OR,Denver CO,97237,80227,45.51,-122.68,39.74,-104.99,981.0,5,3.33,7.4,7.7,6.9,0,1,0,127.4,0.1163,0.115,0.205,6,17.14,5,1
SHP-42-0038483,2024-05-03,2024-05-04,5,5,parcel,Northstar Parcel,TwoDay,Dallas TX,Atlanta GA,75210,30398,32.78,-96.8,33.75,-84.39,719.6,5,8.89,7.9,9.5,4.9,0,0,0,82.67,0.1019,0.14,0.106,3,22.58,2,1
SHP-42-0032176,2025-02-09,2025-02-10,0,2,parcel,Northstar Parcel,Overnight,Charlotte NC,Miami FL,28222,33162,35.23,-80.84,25.76,-80.19,655.5,5,2.72,8.8,5.2,3.2,0,1,0,15.42,0.1352,0.451,0.103,2,35.46,2,1
SHP-42-0002931,2025-04-17,2025-04-18,4,4,parcel,Falcon Post,Ground,Chicago IL,Atlanta GA,60641,30333,41.88,-87.63,33.75,-84.39,588.8,4,10.18,14.4,12.0,10.2,0,1,0,0.0,0.0751,0.584,0.065,5,16.51,6,0
SHP-42-0012776,2024-01-21,2024-01-22,0,1,ltl_freight,Vela Freight,LTL Standard,Atlanta GA,Chicago IL,30375,60687,33.75,-84.39,41.88,-87.63,588.8,4,170.46,25.3,18.5,25.2,1,0,0,669.62,0.1558,0.555,0.205,8,214.07,7,1
SHP-42-0023208,2024-02-19,2024-02-20,1,2,parcel,Falcon Post,Ground,Salt Lake City UT,Atlanta GA,84174,30309,40.76,-111.89,33.75,-84.39,1580.4,7,3.13,6.4,7.6,4.7,0,1,0,36.11,0.1598,0.347,0.229,7,13.18,6,1
SHP-42-0016336,2024-05-07,2024-05-08,2,5,ltl_freight,Vela Freight,LTL Standard,Dallas TX,New York NY,75258,10099,32.78,-96.8,40.71,-74.01,1370.4,6,780.82,55.7,34.7,27.5,1,0,0,0.0,0.0977,0.12,0.228,10,352.13,8,1
SHP-42-0026112,2025-04-18,2025-04-20,6,4,parcel,Summit Express,Ground,Salt Lake City UT,New York NY,84125,10003,40.76,-111.89,40.71,-74.01,1967.5,8,3.94,6.6,5.6,7.5,0,1,0,29.4,0.1148,0.169,0.0,7,19.76,6,1
SHP-42-0030585,2024-03-01,2024-03-02,5,3,parcel,Summit Express,Overnight,Chicago IL,Denver CO,60619,80254,41.88,-87.63,39.74,-104.99,918.2,5,4.0,6.4,7.7,6.7,0,1,0,35.05,0.0925,0.146,0.175,2,42.36,2,1
SHP-42-0048959,2024-07-31,2024-07-31,2,7,parcel,Summit Express,TwoDay,Dallas TX,Charlotte NC,75246,28214,32.78,-96.8,35.23,-80.84,928.6,5,6.43,6.8,6.5,8.0,0,0,0,40.22,0.1257,0.148,0.049,3,30.68,2,1
SHP-42-0018817,2024-11-05,2024-11-07,3,11,parcel,Falcon Post,Overnight,Dallas TX,Minneapolis MN,75288,55449,32.78,-96.8,44.98,-93.27,863.8,5,1.4,4.4,5.2,2.8,0,1,0,77.88,0.1125,0.407,0.768,2,28.33,5,0
SHP-42-0047645,2024-03-16,2024-03-17,6,3,parcel,Northstar Parcel,TwoDay,Phoenix AZ,Minneapolis MN,85031,55473,33.45,-112.07,44.98,-93.27,1278.1,6,8.22,9.3,10.6,9.6,0,0,0,17.66,0.1177,0.504,0.069,3,26.44,3,1
SHP-42-0044830,2025-08-05,2025-08-06,2,8,parcel,Northstar Parcel,Ground,Miami FL,Chicago IL,33189,60601,25.76,-80.19,41.88,-87.63,1191.6,6,6.45,6.8,9.4,9.1,0,1,0,0.0,0.0767,0.143,0.13,6,16.91,6,1
SHP-42-0044863,2025-11-26,2025-11-26,2,11,parcel,Northstar Parcel,Ground,Phoenix AZ,Charlotte NC,85024,28295,33.45,-112.07,35.23,-80.84,1778.6,7,1.1,7.0,3.6,4.1,0,0,0,24.87,0.0759,0.192,0.714,7,9.09,7,1
SHP-42-0009827,2025-05-03,2025-05-05,0,5,parcel,Northstar Parcel,Expedited,Miami FL,Dallas TX,33155,75226,25.76,-80.19,32.78,-96.8,1110.6,6,2.52,7.8,5.9,5.9,0,1,1,75.56,0.068,0.521,0.119,4,23.86,5,0
SHP-42-0016546,2024-03-15,2024-03-16,5,3,parcel,Summit Express,Ground,New York NY,Atlanta GA,10025,30320,40.71,-74.01,33.75,-84.39,745.6,5,2.92,5.5,5.8,5.2,0,0,0,62.31,0.0638,0.432,0.165,6,14.1,6,1
SHP-42-0027419,2025-06-16,2025-06-16,0,6,parcel,Falcon Post,Ground,Chicago IL,Portland OR,60639,97274,41.88,-87.63,45.51,-122.68,1754.6,7,2.41,7.4,4.7,3.4,0,1,0,88.21,0.1135,0.033,0.233,7,11.9,6,1
SHP-42-0013804,2024-08-24,2024-08-24,5,8,parcel,Summit Express,Ground,Houston TX,Phoenix AZ,77089,85030,29.76,-95.37,33.45,-112.07,1014.0,6,2.19,8.8,6.7,4.6,0,0,0,82.94,0.0823,0.227,0.134,6,13.38,5,1
SHP-42-0018491,2025-08-10,2025-08-11,0,8,parcel,Falcon Post,TwoDay,Columbus OH,Minneapolis MN,43230,55405,39.96,-82.99,44.98,-93.27,627.6,5,16.88,14.8,10.3,6.0,0,1,0,151.62,0.129,0.093,0.155,3,31.11,3,1
SHP-42-0042272,2024-04-19,2024-04-21,6,4,ltl_freight,Ironclad Freight,LTL Guaranteed,Seattle WA,Boston MA,98174,02171,47.61,-122.33,42.36,-71.06,2485.4,8,735.4,51.7,28.4,32.4,1,0,0,0.0,0.0973,0.1,0.102,8,443.58,8,1
SHP-42-0044397,2025-12-30,2025-12-30,1,12,parcel,Falcon Post,Expedited,Dallas TX,Miami FL,75227,33131,32.78,-96.8,25.76,-80.19,1110.6,6,10.13,10.5,10.5,5.4,0,0,0,0.0,0.143,0.64,0.826,4,18.07,5,0
SHP-42-0032258,2024-02-21,2024-02-23,4,2,parcel,SUMMIT EXPRESS,Ground,Houston TX,Minneapolis MN,77006,55430,29.76,-95.37,44.98,-93.27,1057.8,6,,8.7,7.1,3.9,0,1,0,96.47,0.1219,0.436,0.177,6,22.46,6,1
SHP-42-0023484,2024-05-25,2024-05-26,6,5,parcel,Summit Express,Ground,Denver CO,Houston TX,80231,77074,39.74,-104.99,29.76,-95.37,878.5,5,9.25,10.2,7.1,7.9,0,0,0,89.7,0.0961,0.486,0.089,6,19.63,4,1
SHP-42-0001729,2024-03-02,2024-03-06,2,3,parcel,Northstar Parcel,Ground,Seattle WA,Columbus OH,98169,43239,47.61,-122.33,39.96,-82.99,2008.8,8,7.6,13.2,10.1,9.5,0,1,0,101.41,0.0947,0.119,0.0,7,20.15,6,1
SHP-42-0024531,2024-07-13,2024-07-13,5,7,parcel,Northstar Parcel,Ground,Atlanta GA,Salt Lake City UT,30337,84117,33.75,-84.39,40.76,-111.89,1580.4,7,8.3,11.0,9.0,5.5,0,1,0,27.73,0.0746,0.24,0.267,7,21.53,7,1
SHP-42-0043867,2025-03-01,2025-03-01,5,3,ltl_freight,Ironclad Freight,LTL Standard,Seattle WA,Phoenix AZ,98135,85023,47.61,-122.33,33.45,-112.07,1114.7,6,375.3,50.2,25.6,24.3,1,1,1,20.34,0.1117,0.101,0.189,10,263.3,10,1
SHP-42-0025944,2024-11-27,2024-11-28,3,11,parcel,Northstar Parcel,Ground,Minneapolis MN,Nashville TN,55427,37275,44.98,-93.27,36.16,-86.78,697.6,5,0.79,4.0,4.6,2.3,0,1,1,476.91,0.0584,0.054,1.0,6,20.81,5,1
SHP-42-0048209,2025-03-10,2025-03-13,3,3,parcel,Falcon Post,Ground,Houston TX,Chicago IL,77092,60653,29.76,-95.37,41.88,-87.63,942.0,5,3.89,11.0,5.5,4.5,0,1,0,8.96,0.1268,0.7,0.13,6,11.85,7,0
SHP-42-0038969,2024-03-24,2024-03-25,0,3,parcel,Northstar Parcel,Ground,Phoenix AZ,Charlotte NC,85088,28227,33.45,-112.07,35.23,-80.84,1778.6,7,4.82,10.0,8.6,4.1,0,0,0,24.33,0.109,0.264,0.248,7,11.86,6,1
SHP-42-0017722,2024-03-07,2024-03-10,6,3,parcel,Falcon Post,Expedited,Minneapolis MN,New York NY,55463,10022,44.98,-93.27,40.71,-74.01,1016.5,6,2.31,7.3,7.4,3.2,0,0,1,48.7,0.0728,0.071,0.129,4,16.15,3,1
SHP-42-0036335,2025-08-29,2025-08-31,6,8,parcel,Falcon Post,Ground,New York NY,Phoenix AZ,10066,85029,40.71,-74.01,33.45,-112.07,2139.4,8,1.74,7.5,,3.9,0,1,0,197.16,0.136,0.231,0.126,7,13.19,8,0
SHP-42-0045953,2024-05-27,2024-05-27,0,5,parcel,Northstar Parcel,Ground,Dallas TX,Minneapolis MN,75220,55492,32.78,-96.8,44.98,-93.27,863.8,5,2.95,10.0,6.7,3.8,0,1,1,195.04,0.0855,0.244,0.357,6,19.41,5,1
SHP-42-0000070,2025-01-08,2025-01-08,2,1,ltl_freight,Vela Freight,LTL Guaranteed,Chicago IL,Los Angeles CA,60654,90084,41.88,-87.63,34.05,-118.24,1742.2,7,481.14,33.6,28.2,22.9,1,0,0,0.0,0.1428,0.29,0.099,7,397.61,7,1
SHP-42-0030747,2025-07-23,2025-07-25,4,7,parcel,Summit Express,Ground,Columbus OH,Boston MA,43286,02114,39.96,-82.99,42.36,-71.06,641.7,5,3.06,10.3,5.0,3.4,0,1,0,0.0,0.0985,0.406,0.046,6,18.83,5,1
SHP-42-0004177,2025-05-07,2025-05-09,4,5,parcel,Summit Express,Ground,Charlotte NC,Seattle WA,28267,98189,35.23,-80.84,47.61,-122.33,2280.9,8,3.53,7.9,7.3,3.9,0,1,0,43.6,0.1513,0.094,0.114,7,21.86,6,1
SHP-42-0003254,2025-04-29,2025-05-01,3,5,parcel,Northstar Parcel,Ground,Los Angeles CA,New York NY,90011,10047,34.05,-118.24,40.71,-74.01,2445.3,8,2.68,7.6,5.8,3.9,0,0,0,69.74,0.1182,0.212,0.079,7,11.15,6,1
SHP-42-0004910,2024-09-25,2024-09-27,4,9,ltl_freight,Ironclad Freight,LTL Standard,Dallas TX,Seattle WA,75260,98146,32.78,-96.8,47.61,-122.33,1679.5,7,560.5,34.1,30.8,28.5,1,0,0,51.2,0.1151,0.397,0.107,10,343.68,10,1
SHP-42-0006593,2025-03-01,2025-03-02,6,3,parcel,Summit Express,Expedited,Kansas City MO,Portland OR,64145,97274,39.1,-94.58,45.51,-122.68,1493.9,7,3.53,10.5,7.2,5.2,0,0,0,146.9,0.0413,0.188,0.105,4,22.36,2,1
SHP-42-0041931,2024-03-27,2024-03-27,2,3,parcel,Northstar Parcel,Ground,Seattle WA,Atlanta GA,98184,30318,47.61,-122.33,33.75,-84.39,2178.2,8,4.63,6.7,5.6,6.7,0,1,0,159.68,0.0727,0.2,0.065,7,16.73,7,1
SHP-42-0005859,2025-03-16,2025-03-17,0,3,ltl_freight,Ironclad Freight,LTL Standard,New York NY,Miami FL,10073,33137,40.71,-74.01,25.76,-80.19,1092.2,6,983.05,,56.6,22.4,1,0,0,0.0,0.1146,0.127,0.326,10,298.91,10,1
SHP-42-0046234,2025-04-17,2025-04-17,3,4,parcel,Summit Express,Expedited,Columbus OH,Chicago IL,43288,60683,39.96,-82.99,41.88,-87.63,276.1,3,2.63,9.8,7.4,6.3,0,0,0,0.0,0.1169,0.151,0.157,3,18.0,2,1
SHP-42-0021634,2025-12-07,2025-12-07,6,12,parcel,Summit Express,Ground,New York NY,Charlotte NC,10060,28280,40.71,-74.01,35.23,-80.84,530.5,4,4.25,6.3,5.5,6.7,0,0,0,89.29,0.1334,0.368,0.786,5,17.3,4,1
SHP-42-0011798,2025-12-01,2025-12-01,0,12,parcel,Falcon Post,Ground,Chicago IL,Boston MA,60683,02175,41.88,-87.63,42.36,-71.06,848.5,5,0.49,5.4,3.0,3.8,0,0,0,0.0,0.1519,0.209,0.689,6,5.83,6,1
SHP-42-0006278,2024-12-15,2024-12-18,2,12,parcel,Summit Express,Expedited,Boston MA,Miami FL,02165,33179,42.36,-71.06,25.76,-80.19,1258.5,6,7.25,12.1,9.6,8.9,0,1,0,56.87,0.1673,0.523,0.905,4,30.7,4,1
SHP-42-0037062,2024-10-17,2024-10-17,3,10,parcel,Falcon Post,Expedited,Portland OR,Kansas City MO,97291,64131,45.51,-122.68,39.1,-94.58,1493.9,7,0.8,6.0,4.9,2.8,0,0,0,33.34,0.0732,0.364,0.135,4,11.81,5,0
SHP-42-0005513,2024-05-29,2024-06-01,5,6,parcel,Falcon Post,Expedited,Atlanta GA,Columbus OH,30354,43288,33.75,-84.39,39.96,-82.99,436.0,4,8.59,11.7,10.3,6.3,0,0,0,0.0,0.1308,0.192,0.114,3,16.34,4,0
SHP-42-0033401,2024-06-02,2024-06-03,0,6,parcel,Summit Express,Ground,Phoenix AZ,Dallas TX,85031,75266,33.45,-112.07,32.78,-96.8,884.1,5,6.52,13.3,7.5,7.7,0,1,0,16.64,0.1096,0.23,0.207,6,21.29,5,1
SHP-42-0042252,2025-10-03,2025-10-03,4,10,parcel,Cobalt Regional,Expedited,Salt Lake City UT,Denver CO,84158,80241,40.76,-111.89,39.74,-104.99,370.5,4,2.12,6.9,4.9,4.2,0,0,0,0.0,0.1064,0.2,0.194,3,11.33,3,1
SHP-42-0008671,2024-10-29,2024-10-31,3,10,parcel,Summit Express,Expedited,Atlanta GA,Minneapolis MN,30389,55473,33.75,-84.39,44.98,-93.27,908.1,5,4.03,8.9,5.6,7.5,0,0,0,50.74,0.0899,0.036,0.037,4,18.6,3,1
SHP-42-0016951,2024-01-23,2024-01-24,2,1,ltl_freight,Ironclad Freight,LTL Standard,Nashville TN,Phoenix AZ,37291,85084,36.16,-86.78,33.45,-112.07,1442.8,7,318.42,31.4,22.5,20.6,1,0,0,0.0,0.0977,0.642,0.22,10,296.1,10,1
SHP-42-0015390,2025-12-18,2025-12-19,4,12,parcel,Northstar Parcel,Expedited,Denver CO,Chicago IL,80258,60643,39.74,-104.99,41.88,-87.63,918.2,5,7.96,9.7,9.8,4.6,0,1,0,338.79,0.159,0.689,0.888,4,27.24,5,0
SHP-42-0028709,2024-11-13,2024-11-14,3,11,parcel,Falcon Post,TwoDay,Phoenix AZ,Atlanta GA,85011,30398,33.45,-112.07,33.75,-84.39,1588.3,7,2.54,6.9,5.3,5.1,0,1,0,0.0,0.1123,0.339,0.739,3,21.24,5,0
SHP-42-0045825,2025-05-04,2025-05-04,6,5,parcel,Falcon Post,Ground,Los Angeles CA,New York NY,90067,10047,34.05,-118.24,40.71,-74.01,2445.3,8,7.46,7.0,6.5,7.5,0,1,0,133.47,0.1102,0.109,0.103,7,18.49,7,1
SHP-42-0000047,2025-01-29,2025-01-31,4,1,ltl_freight,Vela Freight,LTL Guaranteed,New York NY,Houston TX,10099,77018,40.71,-74.01,29.76,-95.37,1417.3,7,363.44,26.9,27.3,23.9,1,0,0,0.0,0.1598,0.225,0.098,7,348.93,8,0
SHP-42-0043352,2024-02-13,2024-02-13,1,2,parcel,Summit Express,Ground,Charlotte NC,New York NY,28297,10040,35.23,-80.84,40.71,-74.01,530.5,4,7.36,7.9,11.3,8.7,0,0,0,0.0,0.1929,0.269,0.019,5,18.65,4,1
SHP-42-0041941,2024-02-01,2024-02-01,3,2,parcel,Summit Express,Ground,Boston MA,Phoenix AZ,02175,85070,42.36,-71.06,33.45,-112.07,2294.9,8,5.66,12.1,,7.6,0,1,0,69.57,0.1166,0.334,0.138,7,25.44,6,1
SHP-42-0047041,2024-10-30,2024-11-01,4,11,parcel,Summit Express,TwoDay,Seattle WA,Atlanta GA,98135,30373,47.61,-122.33,33.75,-84.39,2178.2,8,4.94,7.0,6.3,7.0,0,1,1,52.33,0.0925,0.256,0.699,3,38.53,3,1
SHP-42-0021358,2024-06-26,2024-06-26,2,6,parcel,Northstar Parcel,  Ground ,Dallas TX,Minneapolis MN,75229,55482,32.78,-96.8,44.98,-93.27,863.8,5,9.12,10.2,8.1,9.3,0,1,0,113.18,0.086,0.098,0.0,6,19.36,5,1
SHP-42-0013064,2025-04-27,2025-04-27,6,4,parcel,Falcon Post,Overnight,Atlanta GA,Seattle WA,30335,98110,33.75,-84.39,47.61,-122.33,2178.2,8,2.54,5.0,7.6,5.2,0,1,0,24.54,0.1017,0.14,0.183,2,27.39,3,0
SHP-42-0012310,2025-05-21,2025-05-22,3,5,parcel,Summit Express,Expedited,Columbus OH,New York NY,43227,10091,39.96,-82.99,40.71,-74.01,475.6,4,2.68,5.9,7.5,3.4,0,1,0,72.24,0.0748,0.078,0.204,3,23.79,2,1
SHP-42-0047187,2024-11-22,2024-11-23,5,11,parcel,Falcon Post,Ground,Charlotte NC,Phoenix AZ,28249,85073,35.23,-80.84,33.45,-112.07,1778.6,7,2.08,7.2,4.8,4.8,0,1,1,40.21,0.0909,0.102,0.769,7,15.5,7,1
SHP-42-0027876,2024-12-31,2025-01-03,4,1,parcel,Falcon Post,Overnight,New York NY,Minneapolis MN,10044,55450,40.71,-74.01,44.98,-93.27,1016.5,6,2.22,8.5,5.2,5.6,0,1,0,25.79,0.1627,0.466,0.207,2,29.17,4,0
SHP-42-0035706,2024-03-07,2024-03-07,3,3,parcel,Summit Express,TWODAY,Kansas City MO,Minneapolis MN,64136,55470,39.1,-94.58,44.98,-93.27,411.8,4,,5.3,5.8,6.9,0,0,0,68.98,0.0993,0.327,0.109,3,25.95,2,1
SHP-42-0039079,2025-07-13,2025-07-14,0,7,parcel,Summit Express,Ground,Chicago IL,Charlotte NC,60692,28286,41.88,-87.63,35.23,-80.84,587.6,4,4.55,6.9,8.4,7.0,0,0,0,12.01,0.108,0.077,0.077,5,12.91,4,1
SHP-42-0036228,2024-10-26,2024-10-31,3,10,parcel,Falcon Post,Ground,Miami FL,Columbus OH,33125,43253,25.76,-80.19,39.96,-82.99,994.3,5,2.72,5.7,6.5,3.5,0,0,1,61.04,0.1058,0.485,0.19,6,11.75,7,0
SHP-42-0024897,2024-05-15,2024-05-15,2,5,parcel,Summit Express,Ground,Salt Lake City UT,Boston MA,84111,02147,40.76,-111.89,42.36,-71.06,2093.4,8,1.27,6.2,4.0,4.4,0,1,0,34.82,0.1157,0.044,0.137,7,17.79,5,1
SHP-42-0009876,2025-02-24,2025-02-24,0,2,parcel,Summit Express,Ground,Nashville TN,Houston TX,37255,77044,36.16,-86.78,29.76,-95.37,665.4,5,8.75,13.4,11.3,6.2,0,1,0,17.03,0.1269,0.25,0.184,6,23.47,5,1
SHP-42-0017011,2025-12-27,2025-12-28,6,12,parcel,Falcon Post,Ground,Chicago IL,Boston MA,60609,02115,41.88,-87.63,42.36,-71.06,848.5,5,3.01,5.8,6.4,5.3,0,0,1,38.56,0.1288,0.713,0.899,6,14.62,7,0
SHP-42-0017048,2024-05-19,2024-05-19,6,5,parcel,Falcon Post,TwoDay,Atlanta GA,Chicago IL,30376,60650,33.75,-84.39,41.88,-87.63,588.8,4,9.79,8.0,11.1,7.4,0,0,0,25.96,0.0692,0.044,0.173,3,19.98,4,0
SHP-42-0040375,2025-12-27,2025-12-27,5,12,parcel,Summit Express,TwoDay,Atlanta GA,Dallas TX,30318,75254,33.75,-84.39,32.78,-96.8,719.6,5,4.94,11.9,7.5,7.3,0,1,1,0.0,0.1619,0.59,0.849,3,39.11,3,1
SHP-42-0005076,2025-12-09,2025-12-09,1,12,parcel,Northstar Parcel,Ground,Denver CO,Miami FL,80280,33192,39.74,-104.99,25.76,-80.19,1725.4,7,4.53,6.5,7.5,6.7,0,1,0,79.72,0.1501,0.536,0.769,7,18.05,7,1
SHP-42-0039674,2025-05-04,2025-05-06,1,5,ltl_freight,Vela Freight,LTL Standard,Columbus OH,Atlanta GA,43265,30333,39.96,-82.99,33.75,-84.39,436.0,4,230.54,32.9,35.3,24.0,1,0,0,0.0,0.0947,0.4,0.026,8,189.86,7,1
SHP-42-0018512,2025-04-18,2025-04-18,4,4,parcel,Northstar Parcel,Overnight,Charlotte NC,New York NY,28280,10059,35.23,-80.84,40.71,-74.01,530.5,4,5.29,7.3,5.5,6.9,0,0,0,70.27,0.0947,0.07,0.068,2,31.67,6,0
SHP-42-0010281,2024-05-21,2024-05-22,2,5,parcel,Northstar Parcel,Expedited,Nashville TN,Minneapolis MN,37267,55441,36.16,-86.78,44.98,-93.27,697.6,5,0.85,4.0,4.5,3.9,0,0,0,0.0,0.0751,0.259,0.181,4,13.9,3,1
SHP-42-0015347,2024-12-29,2024-12-30,0,12,parcel,Northstar Parcel,Ground,Seattle WA,Los Angeles CA,98133,90044,47.61,-122.33,34.05,-118.24,960.6,5,12.47,11.9,7.8,6.9,0,0,1,40.15,0.141,0.258,0.697,6,24.63,5,1
SHP-42-0033702,2025-05-14,2025-05-14,2,5,parcel,Summit Express,Ground,Seattle WA,Atlanta GA,98168,30304,47.61,-122.33,33.75,-84.39,2178.2,8,4.05,9.3,6.4,7.4,0,0,0,0.0,0.079,0.15,0.183,7,15.91,6,1
SHP-42-0027784,2024-07-03,2024-07-04,3,7,parcel,Summit Express,Ground,New York NY,Seattle WA,10031,98158,40.71,-74.01,47.61,-122.33,2401.7,8,2.36,9.0,7.3,3.7,0,0,1,44.29,0.1064,0.132,0.247,7,22.24,6,1
SHP-42-0038380,2025-06-18,2025-06-19,3,6,parcel,Summit Express,  Ground ,Columbus OH,Denver CO,43213,80259,39.96,-82.99,39.74,-104.99,1164.1,6,0.61,4.9,3.0,2.9,0,0,0,0.0,0.0729,0.033,0.258,6,11.22,4,1
SHP-42-0027945,2024-01-04,2024-01-04,3,1,parcel,Falcon Post,Ground,Columbus OH,Minneapolis MN,43205,55468,39.96,-82.99,44.98,-93.27,627.6,5,7.4,12.7,7.5,6.3,0,1,0,41.48,0.1545,0.657,0.086,6,14.89,6,1
SHP-42-0026009,2025-03-07,2025-03-09,6,3,ltl_freight,Vela Freight,LTL STANDARD,Kansas City MO,Denver CO,64155,80295,39.1,-94.58,39.74,-104.99,557.1,4,211.28,39.6,27.5,18.6,1,0,0,58.25,0.0976,0.034,0.147,8,203.53,6,1
SHP-42-0040852,2025-08-21,2025-08-23,5,8,parcel,Falcon Post,Ground,Boston MA,Salt Lake City UT,02102,84143,42.36,-71.06,40.76,-111.89,2093.4,8,7.2,9.7,10.7,4.6,0,0,0,135.42,0.1199,0.189,0.086,7,14.63,8,0
SHP-42-0001540,2025-03-15,2025-03-15,5,3,parcel,NORTHSTAR PARCEL,Ground,Nashville TN,New York NY,37236,10057,36.16,-86.78,40.71,-74.01,758.3,5,0.72,4.7,5.2,3.4,0,1,0,0.0,0.0908,0.284,0.152,6,12.23,6,1
SHP-42-0002958,2025-08-06,2025-08-08,4,8,ltl_freight,Ironclad Freight,LTL Standard,New York NY,Boston MA,10045,02176,40.71,-74.01,42.36,-71.06,190.4,3,486.08,48.2,38.0,21.5,1,1,0,71.14,0.0969,0.301,0.156,7,152.95,7,1
SHP-42-0035172,2025-05-21,2025-05-23,4,5,parcel,Summit Express,Expedited,Columbus OH,Denver CO,43284,80230,39.96,-82.99,39.74,-104.99,1164.1,6,2.12,9.0,7.4,3.4,0,1,0,255.55,0.106,0.384,0.125,4,28.21,4,1
SHP-42-0049561,2024-12-09,2024-12-09,0,12,parcel,Northstar Parcel,TwoDay,Nashville TN,Salt Lake City UT,37247,84137,36.16,-86.78,40.76,-111.89,1390.1,6,5.16,8.1,7.0,5.8,0,1,0,653.45,0.1592,0.418,0.656,3,34.75,4,0
SHP-42-0037368,2024-08-21,2024-08-24,5,8,parcel,Northstar Parcel,Ground,Miami FL,Boston MA,33193,02185,25.76,-80.19,42.36,-71.06,1258.5,6,8.32,8.8,6.8,5.9,0,1,0,41.12,0.1146,0.133,0.122,6,22.5,5,1
SHP-42-0003013,2024-12-13,2024-12-15,6,12,parcel,Falcon Post,Ground,Minneapolis MN,Phoenix AZ,55488,85037,44.98,-93.27,33.45,-112.07,1278.1,6,5.66,8.0,6.2,5.8,0,0,0,0.0,0.1181,0.477,0.843,6,10.19,8,0
